timestamp,host,minimum_latency,maximum_latency,average_latency,packet_loss,jitter,throughput,fault_label
2026-08-20 00:37:00,8.8.8.8,25.62,32.62,29.44,0.0,0.82,43.82,normal
2026-08-20 00:38:00,8.8.8.8,239.0,241.88,241.64,0.0,2.13,54.18,high_latency
2026-08-20 00:39:00,8.8.8.8,13.52,124.61,66.38,4.0,17.43,49.64,high_jitter
2026-08-20 00:40:00,8.8.8.8,48.45,57.17,52.81,11.2,11.67,20.87,packet_loss
2026-08-20 00:41:00,8.8.8.8,42.85,49.79,45.81,0.0,1.74,51.14,normal
2026-08-20 00:42:00,8.8.8.8,18.72,52.95,35.84,39.7,20.22,24.91,packet_loss
2026-08-20 00:43:00,8.8.8.8,196.24,207.18,201.46,0.0,2.25,74.34,high_latency
2026-08-20 00:44:00,8.8.8.8,33.5,58.49,46.0,32.0,13.2,33.15,packet_loss
2026-08-20 00:45:00,8.8.8.8,161.93,164.72,164.45,0.0,3.42,21.9,high_latency
2026-08-20 00:46:00,8.8.8.8,226.48,238.69,234.15,0.0,6.25,70.72,high_latency
2026-08-20 00:47:00,8.8.8.8,39.99,46.61,42.67,2.0,3.16,102.42,normal
2026-08-20 00:48:00,8.8.8.8,15.25,18.53,17.38,0.0,2.38,141.15,normal
2026-08-20 00:49:00,8.8.8.8,14.61,16.19,15.76,0.0,2.39,69.16,normal
2026-08-20 00:50:00,8.8.8.8,23.28,193.36,102.57,4.0,21.23,10.96,high_jitter
2026-08-20 00:51:00,8.8.8.8,14.11,45.2,29.66,11.7,17.67,9.16,packet_loss
2026-08-20 00:52:00,8.8.8.8,267.86,271.53,269.05,0.0,6.09,33.05,high_latency
2026-08-20 00:53:00,8.8.8.8,26.23,31.37,28.6,0.0,0.48,76.9,normal
2026-08-20 00:54:00,8.8.8.8,20.09,54.35,37.22,44.3,22.06,18.37,packet_loss
2026-08-20 00:55:00,8.8.8.8,256.12,264.83,262.15,0.0,3.63,84.47,high_latency
2026-08-20 00:56:00,8.8.8.8,33.54,58.06,45.8,38.9,9.99,30.79,packet_loss
2026-08-20 00:57:00,8.8.8.8,40.69,69.0,54.84,5.3,11.3,28.13,packet_loss
2026-08-20 00:58:00,8.8.8.8,17.55,57.51,37.53,38.9,6.0,18.06,packet_loss
2026-08-20 00:59:00,8.8.8.8,226.93,229.05,226.98,0.0,4.94,84.45,high_latency
2026-08-20 01:00:00,8.8.8.8,231.54,244.02,237.98,2.0,1.05,60.42,high_latency
2026-08-20 01:01:00,8.8.8.8,11.85,14.45,13.59,0.0,2.6,115.14,normal
2026-08-20 01:02:00,8.8.8.8,40.11,44.82,43.34,0.0,2.86,159.74,normal
2026-08-20 01:03:00,8.8.8.8,11.58,17.91,14.98,0.0,0.62,45.51,normal
2026-08-20 01:04:00,8.8.8.8,6.51,12.16,8.69,0.0,3.38,53.58,normal
2026-08-20 01:05:00,8.8.8.8,41.93,87.34,64.64,26.0,17.56,11.83,packet_loss
2026-08-20 01:06:00,8.8.8.8,27.72,35.27,31.89,0.0,2.12,47.15,normal
2026-08-20 01:07:00,8.8.8.8,184.66,198.45,192.24,0.0,3.99,25.44,high_latency
2026-08-20 01:08:00,8.8.8.8,294.08,303.6,297.43,0.0,5.42,60.61,high_latency
2026-08-20 01:09:00,8.8.8.8,186.75,201.32,194.27,0.0,2.78,56.89,high_latency
2026-08-20 01:10:00,8.8.8.8,270.26,280.51,274.05,0.0,5.83,46.64,high_latency
2026-08-20 01:11:00,8.8.8.8,44.31,46.1,45.0,0.0,3.4,143.19,normal
2026-08-20 01:12:00,8.8.8.8,51.22,70.12,60.67,19.7,18.93,31.38,packet_loss
2026-08-20 01:13:00,8.8.8.8,37.57,44.24,41.64,0.0,3.22,98.92,normal
2026-08-20 01:14:00,8.8.8.8,44.63,48.52,46.32,1.0,2.78,77.6,normal
2026-08-20 01:15:00,8.8.8.8,200.39,204.65,203.37,0.0,5.51,24.74,high_latency
2026-08-20 01:16:00,8.8.8.8,39.87,44.28,42.86,0.0,2.86,88.15,normal
2026-08-20 01:17:00,8.8.8.8,40.71,44.08,42.15,0.0,0.6,107.29,normal
2026-08-20 01:18:00,8.8.8.8,38.4,64.01,51.2,15.3,18.55,20.95,packet_loss
2026-08-20 01:19:00,8.8.8.8,18.2,66.89,40.2,2.0,55.97,18.1,high_jitter
2026-08-20 01:20:00,8.8.8.8,15.57,25.99,20.78,28.2,22.43,20.39,packet_loss
2026-08-20 01:21:00,8.8.8.8,42.77,48.31,45.76,0.0,1.94,63.83,normal
2026-08-20 01:22:00,8.8.8.8,16.31,142.22,94.3,0.0,79.98,39.16,high_jitter
2026-08-20 01:23:00,8.8.8.8,29.01,32.75,30.75,0.0,3.19,78.53,normal
2026-08-20 01:24:00,8.8.8.8,206.79,211.72,208.04,0.0,1.6,59.7,high_latency
2026-08-20 01:25:00,8.8.8.8,14.3,21.67,17.98,38.4,4.6,4.58,packet_loss
2026-08-20 01:26:00,8.8.8.8,50.0,65.23,57.62,26.8,17.29,21.03,packet_loss
2026-08-20 01:27:00,8.8.8.8,20.56,23.45,22.29,0.0,1.61,38.17,normal
2026-08-20 01:28:00,8.8.8.8,73.11,117.04,95.08,29.0,17.42,12.98,packet_loss
2026-08-20 01:29:00,8.8.8.8,31.38,203.92,97.25,2.0,28.23,57.24,high_jitter
2026-08-20 01:30:00,8.8.8.8,192.01,197.03,193.64,0.0,5.38,80.26,high_latency
2026-08-20 01:31:00,8.8.8.8,213.37,216.51,215.41,0.0,1.45,41.13,high_latency
2026-08-20 01:32:00,8.8.8.8,23.73,28.34,26.01,0.0,2.43,52.46,normal
2026-08-20 01:33:00,8.8.8.8,172.52,186.98,179.22,0.0,2.66,27.98,high_latency
2026-08-20 01:34:00,8.8.8.8,35.92,68.69,52.3,43.8,18.01,35.29,packet_loss
2026-08-20 01:35:00,8.8.8.8,13.8,113.28,75.71,0.0,56.06,19.4,high_jitter
2026-08-20 01:36:00,8.8.8.8,265.41,272.55,269.83,0.0,1.94,77.64,high_latency
2026-08-20 01:37:00,8.8.8.8,63.15,68.77,65.96,31.0,16.72,30.95,packet_loss
2026-08-20 01:38:00,8.8.8.8,21.36,26.92,23.35,0.0,2.41,159.93,normal
2026-08-20 01:39:00,8.8.8.8,41.91,43.34,42.18,0.0,2.88,128.53,normal
2026-08-20 01:40:00,8.8.8.8,178.39,180.41,180.32,0.0,6.31,33.03,high_latency
2026-08-20 01:41:00,8.8.8.8,26.77,28.13,27.12,1.0,0.73,42.92,normal
2026-08-20 01:42:00,8.8.8.8,15.59,79.88,45.42,0.0,79.31,29.6,high_jitter
2026-08-20 01:43:00,8.8.8.8,40.93,44.65,41.81,0.0,3.2,46.41,normal
2026-08-20 01:44:00,8.8.8.8,26.48,199.34,94.37,0.0,46.19,37.74,high_jitter
2026-08-20 01:45:00,8.8.8.8,8.81,183.42,104.91,0.0,89.72,23.27,high_jitter
2026-08-20 01:46:00,8.8.8.8,23.45,51.14,37.3,17.9,7.68,19.24,packet_loss
2026-08-20 01:47:00,8.8.8.8,22.83,51.14,36.98,13.6,8.23,17.01,packet_loss
2026-08-20 01:48:00,8.8.8.8,74.76,101.11,87.94,37.6,11.51,30.87,packet_loss
2026-08-20 01:49:00,8.8.8.8,29.05,45.25,37.15,42.7,8.56,30.14,packet_loss
2026-08-20 01:50:00,8.8.8.8,182.97,194.79,188.72,0.0,5.6,66.81,high_latency
2026-08-20 01:51:00,8.8.8.8,34.41,99.73,72.94,0.0,42.4,46.54,high_jitter
2026-08-20 01:52:00,8.8.8.8,33.06,37.86,34.96,0.0,1.41,57.7,normal
2026-08-20 01:53:00,8.8.8.8,59.18,80.24,69.71,30.4,6.1,29.23,packet_loss
2026-08-20 01:54:00,8.8.8.8,19.73,161.01,69.56,0.0,62.57,40.66,high_jitter
2026-08-20 01:55:00,8.8.8.8,71.3,106.75,89.03,19.5,22.64,12.64,packet_loss
2026-08-20 01:56:00,8.8.8.8,43.08,45.14,43.97,0.0,3.32,87.47,normal
2026-08-20 01:57:00,8.8.8.8,11.98,17.08,14.54,1.0,2.26,37.26,normal
2026-08-20 01:58:00,8.8.8.8,33.07,81.72,51.45,2.0,28.86,39.76,high_jitter
2026-08-20 01:59:00,8.8.8.8,9.23,14.45,11.33,0.0,1.55,71.09,normal
2026-08-20 02:00:00,8.8.8.8,192.01,195.79,194.51,0.0,5.01,39.15,high_latency
2026-08-20 02:01:00,8.8.8.8,37.66,66.12,51.89,40.9,6.32,3.79,packet_loss
2026-08-20 02:02:00,8.8.8.8,25.34,32.21,28.77,17.9,14.31,33.03,packet_loss
2026-08-20 02:03:00,8.8.8.8,45.87,51.51,48.69,15.3,11.9,27.25,packet_loss
2026-08-20 02:04:00,8.8.8.8,295.12,299.74,296.46,0.0,1.74,40.12,high_latency
2026-08-20 02:05:00,8.8.8.8,16.95,36.84,26.9,14.9,23.74,16.63,packet_loss
2026-08-20 02:06:00,8.8.8.8,179.27,186.47,181.48,0.0,6.46,80.11,high_latency
2026-08-20 02:07:00,8.8.8.8,6.78,10.04,7.83,0.0,1.35,49.97,normal
2026-08-20 02:08:00,8.8.8.8,8.52,157.59,87.96,4.0,71.27,51.91,high_jitter
2026-08-20 02:09:00,8.8.8.8,25.02,99.79,67.02,0.0,49.78,32.13,high_jitter
2026-08-20 02:10:00,8.8.8.8,43.88,46.15,45.72,0.0,1.88,65.9,normal
2026-08-20 02:11:00,8.8.8.8,55.01,88.3,71.66,15.6,2.86,18.94,packet_loss
2026-08-20 02:12:00,8.8.8.8,278.9,282.29,280.86,2.0,2.26,82.52,high_latency
2026-08-20 02:13:00,8.8.8.8,37.9,44.73,41.33,0.0,0.32,70.88,normal
2026-08-20 02:14:00,8.8.8.8,12.46,48.59,30.53,31.5,2.84,15.89,packet_loss
2026-08-20 02:15:00,8.8.8.8,25.22,99.1,66.91,4.0,23.22,19.96,high_jitter
2026-08-20 02:16:00,8.8.8.8,11.17,74.31,33.31,2.0,72.78,46.62,high_jitter
2026-08-20 02:17:00,8.8.8.8,208.66,212.83,210.47,0.0,1.61,77.64,high_latency
2026-08-20 02:18:00,8.8.8.8,155.32,169.05,160.45,0.0,3.84,27.52,high_latency
2026-08-20 02:19:00,8.8.8.8,55.0,74.92,64.96,25.0,16.21,20.87,packet_loss
2026-08-20 02:20:00,8.8.8.8,74.2,89.33,81.77,31.5,15.41,35.03,packet_loss
2026-08-20 02:21:00,8.8.8.8,29.74,184.96,127.5,0.0,59.0,20.01,high_jitter
2026-08-20 02:22:00,8.8.8.8,135.08,147.89,140.58,0.0,3.75,38.01,high_latency
2026-08-20 02:23:00,8.8.8.8,10.98,91.47,46.63,4.0,35.75,35.75,high_jitter
2026-08-20 02:24:00,8.8.8.8,16.19,186.75,81.96,2.0,89.77,44.19,high_jitter
2026-08-20 02:25:00,8.8.8.8,229.18,242.62,234.76,0.0,4.66,58.72,high_latency
2026-08-20 02:26:00,8.8.8.8,16.86,120.42,76.79,0.0,25.95,19.82,high_jitter
2026-08-20 02:27:00,8.8.8.8,24.75,168.67,82.45,4.0,31.4,54.52,high_jitter
2026-08-20 02:28:00,8.8.8.8,333.08,335.75,334.43,0.0,4.9,75.8,high_latency
2026-08-20 02:29:00,8.8.8.8,257.21,263.95,259.45,0.0,6.43,48.42,high_latency
2026-08-20 02:30:00,8.8.8.8,20.4,67.15,43.78,39.7,17.57,6.72,packet_loss
2026-08-20 02:31:00,8.8.8.8,253.19,257.37,256.23,1.0,5.72,32.52,high_latency
2026-08-20 02:32:00,8.8.8.8,14.43,181.61,96.42,0.0,52.84,48.03,high_jitter
2026-08-20 02:33:00,8.8.8.8,30.02,32.65,30.38,0.0,3.08,37.66,normal
2026-08-20 02:34:00,8.8.8.8,56.69,66.43,61.56,38.6,16.76,27.4,packet_loss
2026-08-20 02:35:00,8.8.8.8,335.61,345.86,339.24,0.0,4.65,39.78,high_latency
2026-08-20 02:36:00,8.8.8.8,243.39,256.34,249.95,2.0,4.35,23.97,high_latency
2026-08-20 02:37:00,8.8.8.8,7.23,14.79,10.11,0.0,2.03,123.63,normal
2026-08-20 02:38:00,8.8.8.8,14.52,35.82,25.17,38.1,17.43,19.08,packet_loss
2026-08-20 02:39:00,8.8.8.8,195.37,205.31,201.2,0.0,2.35,45.71,high_latency
2026-08-20 02:40:00,8.8.8.8,28.3,47.54,37.92,8.5,8.67,36.83,packet_loss
2026-08-20 02:41:00,8.8.8.8,72.0,91.8,81.9,31.5,18.54,31.42,packet_loss
2026-08-20 02:42:00,8.8.8.8,32.04,78.65,55.34,7.2,12.68,34.95,packet_loss
2026-08-20 02:43:00,8.8.8.8,39.81,44.86,42.21,0.0,2.62,95.83,normal
2026-08-20 02:44:00,8.8.8.8,25.39,30.71,28.79,0.0,2.13,38.8,normal
2026-08-20 02:45:00,8.8.8.8,15.94,85.38,56.19,2.0,35.99,53.28,high_jitter
2026-08-20 02:46:00,8.8.8.8,30.55,36.42,33.39,2.0,2.31,108.04,normal
2026-08-20 02:47:00,8.8.8.8,15.58,104.57,67.62,0.0,94.41,22.03,high_jitter
2026-08-20 02:48:00,8.8.8.8,27.82,115.6,71.15,0.0,89.38,26.6,high_jitter
2026-08-20 02:49:00,8.8.8.8,15.44,21.15,18.82,0.0,1.06,126.03,normal
2026-08-20 02:50:00,8.8.8.8,26.68,130.79,70.19,0.0,64.5,22.64,high_jitter
2026-08-20 02:51:00,8.8.8.8,74.5,118.09,96.3,8.9,17.54,15.1,packet_loss
2026-08-20 02:52:00,8.8.8.8,251.46,257.03,252.56,2.0,1.29,77.91,high_latency
2026-08-20 02:53:00,8.8.8.8,15.26,18.88,16.52,1.0,0.53,110.43,normal
2026-08-20 02:54:00,8.8.8.8,9.57,16.99,12.55,0.0,3.34,90.75,normal
2026-08-20 02:55:00,8.8.8.8,296.44,310.25,305.12,1.0,6.27,52.94,high_latency
2026-08-20 02:56:00,8.8.8.8,34.17,41.16,38.33,0.0,1.57,118.51,normal
2026-08-20 02:57:00,8.8.8.8,20.18,55.61,37.89,39.3,23.18,24.99,packet_loss
2026-08-20 02:58:00,8.8.8.8,9.31,17.22,13.01,0.0,1.49,136.6,normal
2026-08-20 02:59:00,8.8.8.8,22.75,121.16,61.92,2.0,29.5,30.91,high_jitter
2026-08-20 03:00:00,8.8.8.8,26.16,97.03,55.6,4.0,85.05,22.48,high_jitter
2026-08-20 03:01:00,8.8.8.8,15.34,85.84,54.02,0.0,66.06,39.67,high_jitter
2026-08-20 03:02:00,8.8.8.8,27.04,33.58,29.95,0.0,2.3,145.75,normal
2026-08-20 03:03:00,8.8.8.8,62.27,100.5,81.39,7.6,10.52,12.9,packet_loss
2026-08-20 03:04:00,8.8.8.8,37.9,39.74,38.91,0.0,0.32,75.57,normal
2026-08-20 03:05:00,8.8.8.8,21.65,59.42,40.53,29.0,18.09,29.94,packet_loss
2026-08-20 03:06:00,8.8.8.8,336.01,344.29,341.6,0.0,4.16,43.15,high_latency
2026-08-20 03:07:00,8.8.8.8,12.78,191.01,98.9,2.0,58.02,53.68,high_jitter
2026-08-20 03:08:00,8.8.8.8,302.54,310.51,305.96,0.0,3.62,73.49,high_latency
2026-08-20 03:09:00,8.8.8.8,272.13,284.9,277.69,1.0,0.88,67.44,high_latency
2026-08-20 03:10:00,8.8.8.8,11.19,51.19,33.74,0.0,44.17,22.72,high_jitter
2026-08-20 03:11:00,8.8.8.8,27.04,130.76,84.12,0.0,82.15,18.49,high_jitter
2026-08-20 03:12:00,8.8.8.8,43.81,50.24,47.9,1.0,3.16,109.74,normal
2026-08-20 03:13:00,8.8.8.8,16.53,64.49,44.35,0.0,71.47,26.57,high_jitter
2026-08-20 03:14:00,8.8.8.8,236.56,249.92,243.21,0.0,4.8,84.52,high_latency
2026-08-20 03:15:00,8.8.8.8,37.18,43.04,39.65,0.0,2.19,80.12,normal
2026-08-20 03:16:00,8.8.8.8,26.37,32.76,29.0,0.0,2.29,45.67,normal
2026-08-20 03:17:00,8.8.8.8,28.93,42.87,35.9,14.9,8.74,22.43,packet_loss
2026-08-20 03:18:00,8.8.8.8,73.57,89.48,81.53,31.5,20.46,22.27,packet_loss
2026-08-20 03:19:00,8.8.8.8,39.96,44.08,42.05,0.0,1.45,109.12,normal
2026-08-20 03:20:00,8.8.8.8,31.38,111.9,70.86,2.0,64.93,30.56,high_jitter
2026-08-20 03:21:00,8.8.8.8,49.04,73.23,61.14,29.6,3.79,6.07,packet_loss
2026-08-20 03:22:00,8.8.8.8,10.04,104.34,65.77,0.0,87.24,20.17,high_jitter
2026-08-20 03:23:00,8.8.8.8,16.3,29.72,23.01,27.2,8.41,17.61,packet_loss
2026-08-20 03:24:00,8.8.8.8,18.61,91.78,46.35,4.0,30.14,49.88,high_jitter
2026-08-20 03:25:00,8.8.8.8,8.26,16.04,12.92,0.0,3.27,159.36,normal
2026-08-20 03:26:00,8.8.8.8,28.45,194.17,90.63,0.0,47.06,15.01,high_jitter
2026-08-20 03:27:00,8.8.8.8,24.85,103.16,63.72,2.0,22.5,32.98,high_jitter
2026-08-20 03:28:00,8.8.8.8,27.58,147.98,93.82,4.0,77.39,53.11,high_jitter
2026-08-20 03:29:00,8.8.8.8,33.48,83.38,58.43,15.5,8.14,35.57,packet_loss
2026-08-20 03:30:00,8.8.8.8,21.24,33.42,27.33,36.6,15.56,4.57,packet_loss
2026-08-20 03:31:00,8.8.8.8,8.45,141.09,78.85,0.0,28.88,21.69,high_jitter
2026-08-20 03:32:00,8.8.8.8,312.82,317.93,315.18,0.0,6.41,69.72,high_latency
2026-08-20 03:33:00,8.8.8.8,15.05,152.34,86.47,4.0,78.9,46.75,high_jitter
2026-08-20 03:34:00,8.8.8.8,34.87,79.44,57.16,34.0,4.48,17.27,packet_loss
2026-08-20 03:35:00,8.8.8.8,19.14,21.41,20.85,2.0,2.41,97.27,normal
2026-08-20 03:36:00,8.8.8.8,25.53,196.61,88.69,0.0,81.15,24.62,high_jitter
2026-08-20 03:37:00,8.8.8.8,20.37,27.42,23.84,0.0,3.4,58.19,normal
2026-08-20 03:38:00,8.8.8.8,19.1,77.31,39.87,0.0,44.47,49.19,high_jitter
2026-08-20 03:39:00,8.8.8.8,279.46,294.22,287.12,0.0,2.28,47.28,high_latency
2026-08-20 03:40:00,8.8.8.8,26.83,54.08,40.45,41.6,6.66,8.05,packet_loss
2026-08-20 03:41:00,8.8.8.8,17.51,39.49,28.5,21.5,2.88,12.59,packet_loss
2026-08-20 03:42:00,8.8.8.8,54.02,78.61,66.31,43.1,17.82,35.56,packet_loss
2026-08-20 03:43:00,8.8.8.8,71.98,110.19,91.09,28.9,21.38,4.74,packet_loss
2026-08-20 03:44:00,8.8.8.8,28.11,34.28,31.95,0.0,1.59,75.88,normal
2026-08-20 03:45:00,8.8.8.8,292.82,298.35,295.57,0.0,2.42,26.97,high_latency
2026-08-20 03:46:00,8.8.8.8,19.28,75.57,49.33,0.0,90.14,43.09,high_jitter
2026-08-20 03:47:00,8.8.8.8,23.49,26.54,24.67,0.0,2.45,129.05,normal
2026-08-20 03:48:00,8.8.8.8,35.36,37.47,37.18,0.0,3.09,38.66,normal
2026-08-20 03:49:00,8.8.8.8,10.5,155.27,100.89,0.0,50.29,22.94,high_jitter
2026-08-20 03:50:00,8.8.8.8,308.8,313.51,312.88,0.0,1.46,72.77,high_latency
2026-08-20 03:51:00,8.8.8.8,40.73,45.89,43.67,0.0,2.83,97.31,normal
2026-08-20 03:52:00,8.8.8.8,53.47,78.17,65.82,16.1,14.28,15.15,packet_loss
2026-08-20 03:53:00,8.8.8.8,21.9,84.49,45.38,0.0,17.51,18.29,high_jitter
2026-08-20 03:54:00,8.8.8.8,52.05,73.07,62.56,10.9,15.12,31.5,packet_loss
2026-08-20 03:55:00,8.8.8.8,194.18,207.57,202.86,0.0,2.9,48.06,high_latency
2026-08-20 03:56:00,8.8.8.8,9.47,133.39,86.39,0.0,46.27,20.82,high_jitter
2026-08-20 03:57:00,8.8.8.8,292.36,301.09,296.12,0.0,2.92,18.09,high_latency
2026-08-20 03:58:00,8.8.8.8,68.54,114.39,91.47,8.5,22.6,31.89,packet_loss
2026-08-20 03:59:00,8.8.8.8,13.46,107.6,47.85,0.0,47.43,35.59,high_jitter
2026-08-20 04:00:00,8.8.8.8,326.76,335.96,330.58,0.0,3.06,47.96,high_latency
2026-08-20 04:01:00,8.8.8.8,281.79,284.67,284.06,0.0,3.9,23.48,high_latency
2026-08-20 04:02:00,8.8.8.8,10.61,16.49,13.81,0.0,3.11,126.88,normal
2026-08-20 04:03:00,8.8.8.8,19.95,66.72,47.83,0.0,81.28,39.4,high_jitter
2026-08-20 04:04:00,8.8.8.8,18.62,22.6,20.63,0.0,1.08,49.35,normal
2026-08-20 04:05:00,8.8.8.8,192.96,203.36,200.06,0.0,5.63,19.58,high_latency
2026-08-20 04:06:00,8.8.8.8,25.18,110.61,61.99,4.0,31.08,44.73,high_jitter
2026-08-20 04:07:00,8.8.8.8,24.51,64.76,44.64,41.4,10.15,29.29,packet_loss
2026-08-20 04:08:00,8.8.8.8,33.14,37.01,34.42,2.0,0.8,66.28,normal
2026-08-20 04:09:00,8.8.8.8,44.61,47.86,46.85,0.0,1.11,120.19,normal
2026-08-20 04:10:00,8.8.8.8,21.05,178.4,93.18,0.0,83.92,30.34,high_jitter
2026-08-20 04:11:00,8.8.8.8,274.67,288.02,281.89,0.0,5.14,28.72,high_latency
2026-08-20 04:12:00,8.8.8.8,333.25,339.09,337.25,0.0,4.36,43.59,high_latency
2026-08-20 04:13:00,8.8.8.8,29.81,32.83,31.48,0.0,0.79,95.14,normal
2026-08-20 04:14:00,8.8.8.8,10.66,184.6,102.82,4.0,73.56,25.77,high_jitter
2026-08-20 04:15:00,8.8.8.8,35.76,76.84,56.3,22.4,21.13,9.32,packet_loss
2026-08-20 04:16:00,8.8.8.8,40.66,48.35,45.23,2.0,2.89,116.91,normal
2026-08-20 04:17:00,8.8.8.8,215.07,228.85,221.25,1.0,3.52,33.14,high_latency
2026-08-20 04:18:00,8.8.8.8,27.66,33.69,30.13,0.0,3.49,156.85,normal
2026-08-20 04:19:00,8.8.8.8,26.9,41.42,34.16,34.4,9.04,20.71,packet_loss
2026-08-20 04:20:00,8.8.8.8,256.62,269.37,264.93,0.0,2.44,82.4,high_latency
2026-08-20 04:21:00,8.8.8.8,225.42,238.4,230.3,1.0,3.58,28.05,high_latency
2026-08-20 04:22:00,8.8.8.8,45.24,61.89,53.56,7.1,17.97,7.25,packet_loss
2026-08-20 04:23:00,8.8.8.8,26.36,123.5,60.81,2.0,62.05,22.66,high_jitter
2026-08-20 04:24:00,8.8.8.8,28.25,195.4,124.8,0.0,63.18,42.71,high_jitter
2026-08-20 04:25:00,8.8.8.8,18.67,84.12,44.66,0.0,81.36,12.1,high_jitter
2026-08-20 04:26:00,8.8.8.8,331.17,340.05,334.58,0.0,3.65,63.53,high_latency
2026-08-20 04:27:00,8.8.8.8,230.03,238.5,233.08,0.0,4.17,30.47,high_latency
2026-08-20 04:28:00,8.8.8.8,43.5,78.87,61.19,14.6,18.68,29.6,packet_loss
2026-08-20 04:29:00,8.8.8.8,330.56,343.24,334.91,2.0,4.43,21.43,high_latency
2026-08-20 04:30:00,8.8.8.8,303.78,314.84,310.17,0.0,3.43,79.71,high_latency
2026-08-20 04:31:00,8.8.8.8,17.47,108.23,71.17,0.0,41.93,20.45,high_jitter
2026-08-20 04:32:00,8.8.8.8,25.69,102.12,56.1,2.0,28.68,13.52,high_jitter
2026-08-20 04:33:00,8.8.8.8,25.07,83.04,55.42,4.0,70.78,45.03,high_jitter
2026-08-20 04:34:00,8.8.8.8,12.91,18.76,16.51,0.0,3.32,120.41,normal
2026-08-20 04:35:00,8.8.8.8,19.62,25.7,23.45,0.0,3.14,132.48,normal
2026-08-20 04:36:00,8.8.8.8,41.42,44.1,42.05,0.0,1.87,158.21,normal
2026-08-20 04:37:00,8.8.8.8,22.62,26.78,24.03,0.0,2.84,121.71,normal
